Semester,Academic Year,Concert #,Performer,Date,Performer Type,Detailed Performance,Performance Type,Instrument,Index,Composer,Ugly,Composer Category,Composer Status,Arranger,Piece
Spring 2024,23-24 Academic Year,9,University Symphony Orchestra,2/10/24,University Symphony Orchestra with Kalena Bovell,Large Ensemble,Ensemble,University Symphony Orchestra,9.1,Quinn Mason,"Mason, Quinn",3,1,,Toast of the Town Overture (2016-2020)
Spring 2024,23-24 Academic Year,9,University Symphony Orchestra,2/10/24,University Symphony Orchestra with Kalena Bovell,Large Ensemble,Ensemble,University Symphony Orchestra,9.2,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,Elegia Andina (2000)
Spring 2024,23-24 Academic Year,9,University Symphony Orchestra,2/10/24,University Symphony Orchestra with Kalena Bovell,Large Ensemble,Ensemble,University Symphony Orchestra,9.3,Samuel Coleridge-Taylor,"Coleridge-Taylor, Samuel",3,2,,"Symphony in A minor, Op. 8 (1896)"
Spring 2024,23-24 Academic Year,10,Robin Bisho,2/11/24,"Robin Bisho, percusiion",Senior Student recital,Recital,Percussion,10.1,Gene Koshinski,"Koshinski, Gene",1,1,,Caleidoscópio (2013)
Spring 2024,23-24 Academic Year,10,Robin Bisho,2/11/24,"Robin Bisho, percusiion",Senior Student recital,Recital,Percussion,10.2,William Kraft,"Kraft, William",1,2,,French Suite for Percussion Solo (1962)
Spring 2024,23-24 Academic Year,10,Robin Bisho,2/11/24,"Robin Bisho, percusiion",Senior Student recital,Recital,Percussion,10.3,Jan Freicher,"Freicher, Jan",1,1,,Soaring in the sky (2014)
Spring 2024,23-24 Academic Year,10,Robin Bisho,2/11/24,"Robin Bisho, percusiion",Senior Student recital,Recital,Percussion,10.4,Rina Yoshioka,"Yoshioka, Rina",4,1,,Synchronized (2016)
Spring 2024,23-24 Academic Year,10,Robin Bisho,2/11/24,"Robin Bisho, percusiion",Senior Student recital,Recital,Percussion,10.5,Darin Kamstra,"Kamstra, Darin",1,1,,Bateria (2011)
Spring 2024,23-24 Academic Year,10,Robin Bisho,2/11/24,"Robin Bisho, percusiion",Senior Student recital,Recital,Percussion,10.6,Arnor Chu,"Chu, Arnor",3,1,,Embers Above (2022)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.1,Emily Horton,"Horton, Emily",2,1,,Fantasy in G Minor (2021)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.1,Antonio Carlos Jobim,"Jobim, Antonio Carlos",,,,No More Blues (1957)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.2,Launy Grøndahl,"Grøndahl, Launy",1,2,,Trombone Concerto (1924)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.3,Paul Hindemith,"Hindemith, Paul",1,2,,Trombone Sonata (1941)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.4,Leonard Bernstein,"Bernstein, Leonard",1,2,,Elegy for Mippy II (1959)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.5,Carlo Gesualdo,"Gesualdo, Carlo",1,2,,"Moro, lasso, al mio duolo (1611)"
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.6,Nikolai Rimsky-Korsakov,"Rimsky-Korsakov, Nikolay",1,2,,Trombone Concerto in B–flat major (1877)
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.7,Camille Saint-Saëns,"Saint-Saëns, Camille",1,2,,"Romance, op.36 (1874)"
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.8,Axel Jørgensen,"Jørgensen, Axel",1,2,,"Romance, op. 21 (1916)"
Spring 2024,23-24 Academic Year,11,Miramontes and Neves,2/11/24,"Miramontes and Neves, trombones",Senior Student recital,Recital,Trombone,11.9,Arthur Pryor,"Pryor, Arthur",1,2,,Thoughts of Love (1904)
Spring 2024,23-24 Academic Year,12,Jordan Wier,2/11/24,"Jordan Wier, bassoon",Junior Student Recital,Recital,Bassoon,12.1,Eugène Bozza,"Bozza, Eugène",1,2,,"Récit, Sicilienne et Rondo (1936)"
Spring 2024,23-24 Academic Year,12,Jordan Wier,2/11/24,"Jordan Wier, bassoon",Junior Student Recital,Recital,Bassoon,12.2,Dai Fujikura,"Fujikura, Dai",3,1,,Secret Leaves (2011/2019)
Spring 2024,23-24 Academic Year,12,Jordan Wier,2/11/24,"Jordan Wier, bassoon",Junior Student Recital,Recital,Bassoon,12.3,Durwynne Hsieh,"Hsieh, Durwynne",3,1,,Various Pieces for Bassoon and Piano
Spring 2024,23-24 Academic Year,12,Jordan Wier,2/11/24,"Jordan Wier, bassoon",Junior Student Recital,Recital,Bassoon,12.4,Deborah J. Anderson,"Anderson, Deborah",2,1,,Out of Bounds (2004)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.1,Stevie Wonder,"Wonder, Stevie",3,1,,Overjoyed (1985)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.1,José Elizando,"Elizondo, José",3,1,,Danzas latinamericos (2017)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.11,Fryderyk Chopin,"Chopin, Frédéric",1,2,,"Ballade No. 2 in F major, op. 38 (1839)"
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.2,Kevin Day,"Day, Kevin",3,1,,Fantasia IV (2021)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.3,Sergei Prokofiev,"Prokofiev, Sergey",1,2,,"Piano Sonata No. 1, Op. 1 (1909)"
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.4,Jules Massenet,"Massenet, Jules",1,2,,"Frère, voyez from Werther (1892)"
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.5,Jessie Montgomery,"Montgomery, Jessie",4,1,,Peace (2020)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.6,Claude Debussy,"Debussy, Claude",1,2,,Fetes Galantes (1891)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.7,attr. Henri Eccles,"Eccles, Henry",1,2,,Sonata in G minor (by 1720)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.8,Hector Berlioz,"Berlioz, Hector",1,2,,Les nuits d’été (1841)
Spring 2024,23-24 Academic Year,13,Conservatory Honors Recital,2/13/24,Conservatory Honors Recital,Student Showcase,Recital,Various Performers,13.9,Wolfgang Amadé Mozart,"Mozart, Wolfgang Amadeus",1,2,,Bassoon Concerto in B-flat major K. 186e K. 191 (1774)
Spring 2024,23-24 Academic Year,14,Magdalene Myint,2/15/24,"Magdalene Myint, piano",Junior Student Recital,Recital,Piano,14.1,Robert Schumann,"Schumann, Robert",1,2,,"Piano Sonata No. 2 in G minor, Op. 22 (1839)"
Spring 2024,23-24 Academic Year,14,Magdalene Myint,2/15/24,"Magdalene Myint, piano",Junior Student Recital,Recital,Piano,14.2,Adolphe Blanc,"Blanc, Adolphe",1,2,,"Romance Op. 43b for Oboe, Horn, and Piano (1862)"
Spring 2024,23-24 Academic Year,14,Magdalene Myint,2/15/24,"Magdalene Myint, piano",Junior Student Recital,Recital,Piano,14.3,Sergei Rachmaninoff,"Rachmaninoff, Sergei",1,2,,"Suite No. 2 for two pianos, Op. 17 (1901)"
Spring 2024,23-24 Academic Year,14,Magdalene Myint,2/15/24,"Magdalene Myint, piano",Junior Student Recital,Recital,Piano,14.4,Grażyna Bacewicz,"Bacewicz, Grazyna",2,2,,Scherzo (1999)
Spring 2024,23-24 Academic Year,14,Magdalene Myint,2/15/24,"Magdalene Myint, piano",Junior Student Recital,Recital,Piano,14.5,Sergei Prokofiev,"Prokofiev, Sergey",1,2,,"Piano Sonata No. 1 in F minor, Op. 1 (1909)"
Spring 2024,23-24 Academic Year,15,Conservatory Concert Hour,2/16/24,Conservatory Concert Hour,Student Showcase,Recital,,15.1,Fryderyck Chopin,"Chopin, Frédéric",1,2,,"Nocturne in C minor, op. 48, no. 1 (1841)"
Spring 2024,23-24 Academic Year,15,Conservatory Concert Hour,2/16/24,Conservatory Concert Hour,Student Showcase,Recital,,15.2,Eugène Bozza,"Bozza, Eugène",1,2,,"Image, op. 38 (1940)"
Spring 2024,23-24 Academic Year,15,Conservatory Concert Hour,2/16/24,Conservatory Concert Hour,Student Showcase,Recital,,15.3,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,Khazn’s Recitative: Elu D’vorim (2003)
Spring 2024,23-24 Academic Year,15,Conservatory Concert Hour,2/16/24,Conservatory Concert Hour,Student Showcase,Recital,,15.4,Ludwig van Beethoven,"Beethoven, Ludwig van",1,2,,"Piano Trio in D major, op. 70, no. 1, “Ghost” (2014)"
Spring 2024,23-24 Academic Year,16,Frank Wiens,2/16/24,"Frank Wiens, piano",Faculty Emeritus Recital,Recital,Piano,16.1,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Rondo in A Minor, KV 511"
Spring 2024,23-24 Academic Year,16,Frank Wiens,2/16/24,"Frank Wiens, piano",Faculty Emeritus Recital,Recital,Piano,16.2,Ludwig van Beethoven,"Beethoven, Ludwig van",1,2,,"Sonata in C Minor, Opus 13"
Spring 2024,23-24 Academic Year,16,Frank Wiens,2/16/24,"Frank Wiens, piano",Faculty Emeritus Recital,Recital,Piano,16.3,Margaret Bonds,"Bonds, Margaret",4,2,,Troubled Water
Spring 2024,23-24 Academic Year,16,Frank Wiens,2/16/24,"Frank Wiens, piano",Faculty Emeritus Recital,Recital,Piano,16.4,Frederic Chopin,"Chopin, Frederic",,,,"Nocturne in F# Major, Opus 15, #3"
Spring 2024,23-24 Academic Year,16,Frank Wiens,2/16/24,"Frank Wiens, piano",Faculty Emeritus Recital,Recital,Piano,16.5,Frederic Chopin,"Chopin, Frederic",,,,"Scherzo in C# Minor, Opus 39"
Spring 2024,23-24 Academic Year,16,Frank Wiens,2/16/24,"Frank Wiens, piano",Faculty Emeritus Recital,Recital,Piano,16.6,Franz Liszt,"Liszt, Franz",1,2,,Sonata in B Minor
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.1,J. Rosamond Johnson,"Johnson, J. Rosamond",3,2,,Lift Ev’ry Voice and Sing (1900)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.1,Jake Runestad,"Runestad, Jake",1,1,,We Can Mend the Sky (2014)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.2,Richard Burchard,"Burchard, Richard",1,1,,Sitivit Anima Mea (2014)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.3,Rollo Dilworth,"Dilworth, Rollo",3,1,,When Dreams Take Flight (2017)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.4,Craig Carnelia,"Carnelia, Craig",1,1,,Flight (1992)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.5,Kim Andre Arnesen,"Arnesen, Kim Andre",1,1,,Flight Song (2014)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.6,Richard Smallwood,"Smallwood, Richard",3,1,,Total Praise (1996)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.7,John Lennon/Paul McCartney (b. 1942),"Lennon, John / McCartney, Paul",1,2,,Blackbird (1968)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.8,Matthew Lyon Hazzard,"Hazzard, Matthew Lyon",3,1,,Flight (2020)
Spring 2024,23-24 Academic Year,17,Pacific Choirs,2/18/24,Pacific Choirs,Large Ensemble,Ensemble,Pacific Choirs,17.9,Elaine Hagenberg,"Hagenberg, Elaine",2,1,,"Measure Me, Sky! (2022)"
Spring 2024,23-24 Academic Year,18,Sabine Klein,2/20/24,"Sabine Klein, piano",Faculty artist recital,Recital,Piano,18.1,Peter Feuchtwanger,"Feuchtwanger, Peter",1,2,,Tariqa I (1982)
Spring 2024,23-24 Academic Year,18,Sabine Klein,2/20/24,"Sabine Klein, piano",Faculty artist recital,Recital,Piano,18.2,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Concert Rondo A major, K.386 (1782)"
Spring 2024,23-24 Academic Year,18,Sabine Klein,2/20/24,"Sabine Klein, piano",Faculty artist recital,Recital,Piano,18.3,Dmitri Shostakovich,"Shostakovich, Dmitri",1,2,,Prelude and Fugue d minor op.87/24 (1950-51)
Spring 2024,23-24 Academic Year,18,Sabine Klein,2/20/24,"Sabine Klein, piano",Faculty artist recital,Recital,Piano,18.4,Robert Schumann,"Schumann, Robert",1,2,,Symphonic Etudes op.13
Spring 2024,23-24 Academic Year,19,Faculty Artists,2/21/24,Gabriela Lena Frank's Chamber Music,Faculty artist recital,Chamber,Chamber,19.1,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,Zapatos de chincha for violin and violoncello (2010)
Spring 2024,23-24 Academic Year,19,Faculty Artists,2/21/24,Gabriela Lena Frank's Chamber Music,Faculty artist recital,Chamber,Chamber,19.2,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,Soliloquio Serrano No. 2 for viola (2020)
Spring 2024,23-24 Academic Year,19,Faculty Artists,2/21/24,Gabriela Lena Frank's Chamber Music,Faculty artist recital,Chamber,Chamber,19.3,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,Five Andean Improvisations for flute and piano (2019)
Spring 2024,23-24 Academic Year,19,Faculty Artists,2/21/24,Gabriela Lena Frank's Chamber Music,Faculty artist recital,Chamber,Chamber,19.4,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,Khazn’s Recitative: Elu D’vorim for solo violin (2003)
Spring 2024,23-24 Academic Year,19,Faculty Artists,2/21/24,Gabriela Lena Frank's Chamber Music,Faculty artist recital,Chamber,Chamber,19.5,Gabriela Lena Frank,"Frank, Gabriela Lena",4,1,,"Four Folk Songs for violin, cello, and piano (2012)"
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.1,Benjamin Britten,"Britten, Benjamin",1,2,,What Can We Poor Females Do? (1945)
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.2,Franz Schubert,"Schubert, Franz",1,2,,Heidenroslein (1815)
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.3,Franz Schubert,"Schubert, Franz",1,2,,Abendstern (1824)
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.4,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",1,2,,"S’altro che lacrime from La clemenza di Tito, K. 621 (1791)"
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.5,Claude Debussy,"Debussy, Claude",1,2,,Nuit D'étoiles (1880)
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.6,Claude Debussy,"Debussy, Claude",1,2,,L'âme évaporée' (1885)
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.7,Claude Debussy,"Debussy, Claude",1,2,,Fantoches (1891)
Spring 2024,23-24 Academic Year,20,Jordan Bell Souza,2/22/24,"Jordan Bell Souza, voice",Senior Student recital,Recital,Voice,20.8,Libby Larsen,"Larsen, Libby",2,1,,Three Cowboy Songs (1994)
Spring 2024,23-24 Academic Year,21,Pacific Wind Bands with Kevin Bobo,2/24/24,"Pacific Wind Bands with Kevin Bobo, marimba",Large Ensemble,Ensemble,Pacific Wind Bands,21.1,Alayna Ontai,"Ontai, Alayna",999,999,,Radiance (2024)
Spring 2024,23-24 Academic Year,21,Pacific Wind Bands with Kevin Bobo,2/24/24,"Pacific Wind Bands with Kevin Bobo, marimba",Large Ensemble,Ensemble,Pacific Wind Bands,21.2,James Syler,"Syler, James",1,1,,Congo Square (2014)
Spring 2024,23-24 Academic Year,21,Pacific Wind Bands with Kevin Bobo,2/24/24,"Pacific Wind Bands with Kevin Bobo, marimba",Large Ensemble,Ensemble,Pacific Wind Bands,21.3,Jodie Blackshaw,"Blackshaw, Jodie",2,1,,Vulnerable Joy (2022)
Spring 2024,23-24 Academic Year,21,Pacific Wind Bands with Kevin Bobo,2/24/24,"Pacific Wind Bands with Kevin Bobo, marimba",Large Ensemble,Ensemble,Pacific Wind Bands,21.4,Kevin Bobo,"Bobo, Kevin",1,1,,Architecture of a Dream (2016)
Spring 2024,23-24 Academic Year,22,Hassina Torres,2/25/24,"Hassina Torres, cello",Senior Student recital,Recital,Cello,22.1,Antonio Dvorak,"Dvořák, Antonín",1,2,,Rondo op. 94
Spring 2024,23-24 Academic Year,22,Hassina Torres,2/25/24,"Hassina Torres, cello",Senior Student recital,Recital,Cello,22.2,Joseph Haydn,"Haydn, Franz Joseph",1,2,,Cello Concerto in D major
Spring 2024,23-24 Academic Year,22,Hassina Torres,2/25/24,"Hassina Torres, cello",Senior Student recital,Recital,Cello,22.3,Beřich Smetana,"Smetana, Bedřich",1,2,,Piano Trio in G minor op 15
Spring 2024,23-24 Academic Year,22,Hassina Torres,2/25/24,"Hassina Torres, cello",Senior Student recital,Recital,Cello,22.4,José L. Elizondo,"Elizondo, José",3,1,,Danzas Lationoamericanas - Otoño en Buenos Aries
Spring 2024,23-24 Academic Year,23,Matthew Kulm,2/29/24,"Matthew Kulm, percussion",Junior Student Recital,Recital,Percussion,23.1,Michael Colgrass,"Colgrass, Michael",1,2,,Six Unaccompanied Solos for Snare Drum 3-Adagio (1957)
Spring 2024,23-24 Academic Year,23,Matthew Kulm,2/29/24,"Matthew Kulm, percussion",Junior Student Recital,Recital,Percussion,23.2,Eugene Novotney,"Novotney, Eugene",1,1,,A Minute of News (1990)
Spring 2024,23-24 Academic Year,23,Matthew Kulm,2/29/24,"Matthew Kulm, percussion",Junior Student Recital,Recital,Percussion,23.3,Stevie Wonder arr. Vibemother,"Wonder, Stevie",3,1,Vibemother,Overjoyed (2021)
Spring 2024,23-24 Academic Year,23,Matthew Kulm,2/29/24,"Matthew Kulm, percussion",Junior Student Recital,Recital,Percussion,23.4,Zach Zubow,"Zubow, Zach",1,1,,Hiking the Cascade Creek Trail (2011)
Spring 2024,23-24 Academic Year,23,Matthew Kulm,2/29/24,"Matthew Kulm, percussion",Junior Student Recital,Recital,Percussion,23.5,Kristen Shiner,"Shiner, Kristen",2,1,,"Declaration, Song, and Dance for Solo Timpani (1991)"
Spring 2024,23-24 Academic Year,23,Matthew Kulm,2/29/24,"Matthew Kulm, percussion",Junior Student Recital,Recital,Percussion,23.6,Mark Ford,"Ford, Mark",1,1,,Polaris (1996)
Spring 2024,23-24 Academic Year,24,Pacific Jazz Ensemble,3/1/24,Pacific Jazz Ensemble with Keith Brown,Large Ensemble,Ensemble,Jazz Ensemble,24.1,Keith Brown,"Brown, Keith",3,1,,Queen (2021)
Spring 2024,23-24 Academic Year,24,Pacific Jazz Ensemble,3/1/24,Pacific Jazz Ensemble with Keith Brown,Large Ensemble,Ensemble,Jazz Ensemble,24.2,Keith Brown,"Brown, Keith",3,1,,512 Arkansas Street (2021)
Spring 2024,23-24 Academic Year,24,Pacific Jazz Ensemble,3/1/24,Pacific Jazz Ensemble with Keith Brown,Large Ensemble,Ensemble,Jazz Ensemble,24.3,James Williams,"Williams, James",3,2,,Four Play (1984)
Spring 2024,23-24 Academic Year,24,Pacific Jazz Ensemble,3/1/24,Pacific Jazz Ensemble with Keith Brown,Large Ensemble,Ensemble,Jazz Ensemble,24.4,Donald Brown,"Brown, Donald",3,1,,Affaire D'Amour (1985)
Spring 2024,23-24 Academic Year,24,Pacific Jazz Ensemble,3/1/24,Pacific Jazz Ensemble with Keith Brown,Large Ensemble,Ensemble,Jazz Ensemble,24.5,Michael Philip Mossman,"Mossman, Michael Philip",1,1,,Cubauza (2010)
Spring 2024,23-24 Academic Year,24,Pacific Jazz Ensemble,3/1/24,Pacific Jazz Ensemble with Keith Brown,Large Ensemble,Ensemble,Jazz Ensemble,24.6,John Coltrane,"Coltrane, John",3,2,,Central Park West (1977)
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.1,W A Mozart,"Mozart, Wolfgang Amadeus",1,2,,"Rondo in E-Flat Major, K. 371"
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.2,Skylar Warren,"Warren, Skylar",999,999,,"Daylight, Duet for Alphorn and Natural Horn"
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.3,John Humphries,"Humphries, John",1,2,,Concerto in D Major
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.4,William Rose,"Rose, William",1,1,,A Gentle Yodel
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.5,Paul Basler,"Basler, Paul",1,1,,"Land of Fire and Ice, for horn and piano"
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.6,James Naigus,"Naigus, James",1,1,,"Saga, for horn and mixed media"
Spring 2024,23-24 Academic Year,25,Sadie Glass with guest artis Natalie Douglass Grana,3/5/24,"Sadie Glass with guest artis Natalie Douglass Grana, horns",Faculty artist recital,Recital,Horn,25.7,Laura Nelson,"Nelson, Laura",2,1,,A Suite of Laura Nelson Alphorn Pieces
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.1,Robert Maggio,"Maggio, Robert",1,1,,Songs from the Wood
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.2,Viet Cuong,"Cuong, Viet",3,1,,Well-Groomed (2019)
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.3,Brett William Dietz,"Dietz, Brett William",1,1,,Metamorphosis (2004)
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.4,Jonathan Latta,"Latta, Jonathan",1,1,,To Consider... (2024)
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.5,Keiko Abe,"Abe, Keiko",4,1,,Memories of the Seashore (1986)
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.6,Sarah Hennies,"Hennies, Sarah",5,1,,Psalm 3 for woodblock (2009)
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.7,Osnat Netzer,"Netzer, Osnat",4,1,,Taksim (2008)
Spring 2024,23-24 Academic Year,26,Jonathan Latta,3/6/24,"Jonathan Latta, percussion",Faculty artist recital,Recital,Percussion,26.8,Kevin Bobo,"Bobo, Kevin",1,1,,Echoes (2008)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.1,George Gershwin,"Gershwin, George",1,2,,Rhapsody in Blue (1924)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.2,Herbert L. Clarke,"Clarke, Herbert L.",1,2,,Cousins (1904)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.3,Nicholas Payton,"Payton, Nicholas",3,1,,The Three Trumpeteers (1998)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.4,Carlos Martínez,"Martínez, Carlos",3,1,,Mi Amor es una Trompeta (2006)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.5,Armando Manzanero,"Manzanero, Armando",3,2,,Somos Novios (1968)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.6,"Rigoberto Alfaro, Jesús Rodríguez de Híjar","Alfaro, Rigoberto",3,2,,La Fuente (1970)
Spring 2024,23-24 Academic Year,27,Kylie Ward,3/7/24,"Kylie Ward, trumpet",Senior Student recital,Recital,Trumpet,27.7,Traditional Song (composer unknown),Traditional,999,999,,7. El Gavilán
Spring 2024,23-24 Academic Year,28,Marwan Ghonima,3/8/24,"Marwan Ghonima, double bass",Senior Student recital,Recital,Double Bass,28.1,Christian McBride,"McBride, Christian",3,1,,Shake N’ Blake (2011)
Spring 2024,23-24 Academic Year,28,Marwan Ghonima,3/8/24,"Marwan Ghonima, double bass",Senior Student recital,Recital,Double Bass,28.2,Thelonious Sphere Monk,"Monk, Thelonious",3,2,,Misterioso
